age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,Contacts_during_the_Campaign,Previous_Outcome,Desired_Target,Desired_Target_Num,state
33,management,married,high.school,unknown,no,no,telephone,May,Thursday,96,1,nonexistent,Not Subscribed,1,New South Wales
54,admin.,married,university.degree,no,yes,no,telephone,May,Thursday,98,1,nonexistent,Not Subscribed,1,New South Wales
37,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Thursday,364,4,nonexistent,Not Subscribed,1,Northern Territory
35,entrepreneur,married,university.degree,no,yes,yes,telephone,May,Thursday,477,1,nonexistent,Not Subscribed,1,Western Australia
45,admin.,married,university.degree,no,no,no,telephone,May,Thursday,319,1,nonexistent,Not Subscribed,1,New South Wales
33,services,single,high.school,no,yes,no,telephone,May,Thursday,789,1,nonexistent,Not Subscribed,1,Queensland
54,admin.,married,university.degree,no,no,no,telephone,May,Thursday,513,1,nonexistent,Subscribed,0,Western Australia
37,blue-collar,married,basic.4y,no,no,yes,telephone,May,Thursday,280,2,nonexistent,Not Subscribed,1,Queensland
35,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Thursday,170,1,nonexistent,Not Subscribed,1,Queensland
33,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,May,Thursday,365,1,nonexistent,Not Subscribed,1,Victoria
49,technician,married,professional.course,no,no,no,telephone,May,Thursday,63,2,nonexistent,Not Subscribed,1,Victoria
43,technician,married,university.degree,no,yes,no,telephone,May,Thursday,159,4,nonexistent,Not Subscribed,1,Queensland
43,entrepreneur,married,university.degree,no,no,no,telephone,May,Thursday,177,2,nonexistent,Not Subscribed,1,Queensland
39,blue-collar,married,basic.6y,no,no,no,telephone,May,Thursday,108,3,nonexistent,Not Subscribed,1,Queensland
47,blue-collar,married,basic.9y,no,yes,no,telephone,May,Thursday,194,3,nonexistent,Not Subscribed,1,New South Wales
30,services,divorced,high.school,no,no,no,telephone,May,Thursday,366,2,nonexistent,Not Subscribed,1,Western Australia
51,admin.,divorced,university.degree,no,yes,no,telephone,May,Thursday,213,1,nonexistent,Not Subscribed,1,New South Wales
59,blue-collar,married,basic.6y,no,yes,no,telephone,May,Thursday,166,1,nonexistent,Not Subscribed,1,South Australia
31,blue-collar,married,basic.9y,no,yes,no,telephone,May,Thursday,141,1,nonexistent,Not Subscribed,1,Queensland
39,unemployed,married,university.degree,no,yes,no,telephone,May,Thursday,168,2,nonexistent,Not Subscribed,1,New South Wales
43,blue-collar,married,basic.6y,unknown,no,no,telephone,May,Thursday,468,1,nonexistent,Not Subscribed,1,Western Australia
30,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Thursday,180,1,nonexistent,Not Subscribed,1,South Australia
37,blue-collar,married,professional.course,no,no,no,telephone,May,Thursday,195,1,nonexistent,Not Subscribed,1,Victoria
42,blue-collar,married,basic.6y,no,no,no,telephone,May,Thursday,352,3,nonexistent,Not Subscribed,1,Victoria
37,blue-collar,married,professional.course,no,yes,yes,telephone,May,Thursday,91,1,nonexistent,Not Subscribed,1,Queensland
37,admin.,divorced,university.degree,no,yes,no,telephone,May,Thursday,93,2,nonexistent,Not Subscribed,1,New South Wales
37,blue-collar,single,basic.6y,unknown,yes,no,telephone,May,Thursday,288,1,nonexistent,Not Subscribed,1,New South Wales
36,management,single,basic.6y,no,no,no,telephone,May,Thursday,218,2,nonexistent,Not Subscribed,1,New South Wales
48,blue-collar,married,basic.9y,no,yes,yes,telephone,May,Thursday,289,1,nonexistent,Not Subscribed,1,Victoria
43,services,married,high.school,no,no,no,telephone,May,Thursday,130,3,nonexistent,Not Subscribed,1,New South Wales
28,blue-collar,married,basic.6y,no,no,no,telephone,May,Thursday,208,1,nonexistent,Not Subscribed,1,Victoria
30,admin.,divorced,high.school,no,yes,no,telephone,May,Thursday,177,1,nonexistent,Not Subscribed,1,South Australia
60,entrepreneur,married,basic.4y,no,yes,no,telephone,May,Thursday,442,2,nonexistent,Not Subscribed,1,Victoria
31,blue-collar,married,basic.9y,no,no,no,telephone,May,Thursday,101,1,nonexistent,Not Subscribed,1,Victoria
38,entrepreneur,married,university.degree,no,no,no,telephone,May,Thursday,166,1,nonexistent,Not Subscribed,1,Western Australia
50,technician,married,high.school,no,yes,no,telephone,May,Thursday,756,1,nonexistent,Subscribed,0,Victoria
36,blue-collar,married,basic.9y,no,yes,no,telephone,May,Thursday,342,1,nonexistent,Not Subscribed,1,New South Wales
50,unemployed,married,professional.course,no,no,no,telephone,May,Thursday,189,1,nonexistent,Not Subscribed,1,Victoria
54,entrepreneur,married,basic.4y,unknown,no,yes,telephone,May,Thursday,108,1,nonexistent,Not Subscribed,1,Queensland
33,management,married,university.degree,no,no,no,telephone,May,Thursday,178,2,nonexistent,Not Subscribed,1,Victoria
20,entrepreneur,single,high.school,no,no,no,telephone,May,Thursday,238,1,nonexistent,Not Subscribed,1,Victoria
24,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Thursday,226,1,nonexistent,Not Subscribed,1,New South Wales
28,management,single,unknown,no,yes,no,telephone,May,Thursday,136,1,nonexistent,Not Subscribed,1,New South Wales
55,housemaid,married,basic.4y,no,yes,no,telephone,May,Thursday,14,1,nonexistent,Not Subscribed,1,Queensland
25,blue-collar,married,high.school,no,no,no,telephone,May,Thursday,250,1,nonexistent,Not Subscribed,1,New South Wales
41,admin.,married,basic.9y,unknown,yes,no,telephone,May,Thursday,161,1,nonexistent,Not Subscribed,1,Queensland
39,blue-collar,married,basic.6y,no,yes,no,telephone,May,Thursday,269,3,nonexistent,Not Subscribed,1,Victoria
27,blue-collar,married,basic.9y,no,yes,no,telephone,May,Thursday,491,1,nonexistent,Not Subscribed,1,Victoria
27,blue-collar,married,basic.9y,no,no,no,telephone,May,Thursday,44,1,nonexistent,Not Subscribed,1,Tasmania
34,blue-collar,married,basic.6y,unknown,yes,yes,telephone,May,Thursday,26,1,nonexistent,Not Subscribed,1,New South Wales
25,technician,single,professional.course,no,no,no,telephone,May,Thursday,22,1,nonexistent,Not Subscribed,1,Queensland
48,management,married,university.degree,unknown,yes,no,telephone,May,Thursday,293,2,nonexistent,Not Subscribed,1,Western Australia
36,blue-collar,single,basic.6y,no,no,no,telephone,May,Thursday,989,1,nonexistent,Not Subscribed,1,South Australia
36,blue-collar,married,basic.9y,no,no,no,telephone,May,Thursday,147,5,nonexistent,Not Subscribed,1,Queensland
27,blue-collar,married,basic.9y,no,no,yes,telephone,May,Thursday,1170,1,nonexistent,Not Subscribed,1,Victoria
45,management,married,university.degree,no,yes,yes,telephone,May,Thursday,807,2,nonexistent,Not Subscribed,1,Queensland
28,blue-collar,married,basic.6y,unknown,yes,no,telephone,May,Thursday,347,2,nonexistent,Not Subscribed,1,New South Wales
30,technician,single,basic.6y,unknown,yes,no,telephone,May,Thursday,58,2,nonexistent,Not Subscribed,1,South Australia
43,blue-collar,married,basic.4y,no,no,no,telephone,May,Thursday,534,2,nonexistent,Not Subscribed,1,Western Australia
32,admin.,single,high.school,no,unknown,unknown,telephone,May,Thursday,155,2,nonexistent,Not Subscribed,1,Northern Territory
29,services,single,basic.9y,no,no,no,telephone,May,Thursday,159,2,nonexistent,Not Subscribed,1,Western Australia
35,blue-collar,married,basic.9y,no,no,no,telephone,May,Thursday,343,2,nonexistent,Not Subscribed,1,New South Wales
43,admin.,married,high.school,no,yes,no,telephone,May,Thursday,152,2,nonexistent,Not Subscribed,1,Western Australia
35,unknown,married,basic.9y,no,no,no,telephone,May,Thursday,461,3,nonexistent,Not Subscribed,1,South Australia
36,admin.,married,high.school,no,yes,no,telephone,May,Thursday,389,2,nonexistent,Not Subscribed,1,Victoria
36,admin.,married,high.school,no,no,no,telephone,May,Thursday,90,2,nonexistent,Not Subscribed,1,Western Australia
48,admin.,married,high.school,unknown,no,no,telephone,May,Thursday,314,3,nonexistent,Not Subscribed,1,Queensland
38,blue-collar,single,basic.4y,unknown,no,no,telephone,May,Thursday,28,3,nonexistent,Not Subscribed,1,New South Wales
38,blue-collar,single,basic.9y,unknown,no,no,telephone,May,Thursday,30,2,nonexistent,Not Subscribed,1,New South Wales
45,admin.,married,high.school,no,yes,no,telephone,May,Thursday,103,4,nonexistent,Not Subscribed,1,Queensland
35,technician,married,professional.course,no,no,yes,telephone,May,Thursday,32,2,nonexistent,Not Subscribed,1,Queensland
42,services,married,high.school,unknown,no,yes,telephone,May,Thursday,252,2,nonexistent,Not Subscribed,1,Victoria
56,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Thursday,20,2,nonexistent,Not Subscribed,1,Queensland
30,technician,married,professional.course,no,no,no,telephone,May,Thursday,369,2,nonexistent,Not Subscribed,1,New South Wales
45,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Thursday,116,1,nonexistent,Not Subscribed,1,New South Wales
39,services,single,high.school,unknown,no,no,telephone,May,Thursday,302,2,nonexistent,Not Subscribed,1,Victoria
36,blue-collar,married,basic.6y,unknown,no,no,telephone,May,Thursday,31,1,nonexistent,Not Subscribed,1,Victoria
32,admin.,married,university.degree,unknown,no,yes,telephone,May,Thursday,190,1,nonexistent,Not Subscribed,1,Victoria
29,admin.,single,high.school,no,no,no,telephone,May,Thursday,149,1,nonexistent,Not Subscribed,1,Victoria
34,blue-collar,married,basic.9y,no,no,no,telephone,May,Thursday,210,1,nonexistent,Not Subscribed,1,Tasmania
36,self-employed,single,basic.6y,no,no,no,telephone,May,Thursday,180,2,nonexistent,Not Subscribed,1,New South Wales
33,management,married,high.school,unknown,no,no,telephone,May,Thursday,234,1,nonexistent,Not Subscribed,1,South Australia
43,unemployed,married,basic.4y,no,no,no,telephone,May,Thursday,92,1,nonexistent,Not Subscribed,1,Queensland
31,services,married,basic.6y,no,no,no,telephone,May,Thursday,2087,2,nonexistent,Subscribed,0,New South Wales
35,blue-collar,married,basic.6y,no,no,no,telephone,May,Thursday,102,1,nonexistent,Not Subscribed,1,Victoria
42,admin.,married,university.degree,no,no,no,telephone,May,Thursday,193,1,nonexistent,Not Subscribed,1,Queensland
35,blue-collar,married,basic.6y,no,no,no,telephone,May,Thursday,245,1,nonexistent,Not Subscribed,1,Queensland
44,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Thursday,190,1,nonexistent,Not Subscribed,1,Victoria
36,technician,divorced,professional.course,no,yes,no,telephone,May,Thursday,223,2,nonexistent,Not Subscribed,1,New South Wales
47,admin.,married,university.degree,no,no,no,telephone,May,Thursday,42,1,nonexistent,Not Subscribed,1,Queensland
59,technician,married,professional.course,unknown,no,no,telephone,May,Thursday,206,2,nonexistent,Not Subscribed,1,Victoria
29,blue-collar,single,high.school,unknown,unknown,unknown,telephone,May,Thursday,242,2,nonexistent,Not Subscribed,1,New South Wales
30,services,single,high.school,no,no,no,telephone,May,Thursday,66,2,nonexistent,Not Subscribed,1,New South Wales
38,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Thursday,173,2,nonexistent,Not Subscribed,1,Victoria
45,management,single,university.degree,no,no,no,telephone,May,Thursday,477,2,nonexistent,Not Subscribed,1,Western Australia
28,self-employed,single,university.degree,no,no,no,telephone,May,Thursday,77,1,nonexistent,Not Subscribed,1,New South Wales
37,blue-collar,married,basic.4y,no,no,no,telephone,May,Thursday,219,2,nonexistent,Not Subscribed,1,New South Wales
38,entrepreneur,married,basic.6y,no,yes,yes,telephone,May,Thursday,205,2,nonexistent,Not Subscribed,1,Queensland
28,admin.,single,basic.9y,no,yes,yes,telephone,May,Thursday,376,2,nonexistent,Not Subscribed,1,Queensland
31,technician,divorced,professional.course,no,yes,yes,telephone,May,Thursday,453,2,nonexistent,Not Subscribed,1,New South Wales
37,blue-collar,married,basic.4y,no,yes,no,telephone,May,Thursday,151,2,nonexistent,Not Subscribed,1,New South Wales
36,housemaid,divorced,university.degree,no,no,no,telephone,May,Thursday,767,5,nonexistent,Not Subscribed,1,New South Wales
54,housemaid,married,basic.9y,no,yes,no,telephone,May,Thursday,200,2,nonexistent,Not Subscribed,1,New South Wales
53,retired,married,basic.6y,unknown,no,yes,telephone,May,Thursday,298,5,nonexistent,Not Subscribed,1,New South Wales
43,unemployed,married,basic.9y,no,yes,no,telephone,May,Thursday,305,2,nonexistent,Not Subscribed,1,Western Australia
49,admin.,married,high.school,no,no,yes,telephone,May,Thursday,627,3,nonexistent,Not Subscribed,1,New South Wales
32,self-employed,divorced,professional.course,no,no,no,telephone,May,Thursday,242,1,nonexistent,Not Subscribed,1,Northern Territory
36,services,married,high.school,no,yes,no,telephone,May,Thursday,287,1,nonexistent,Not Subscribed,1,Victoria
50,blue-collar,single,basic.9y,unknown,yes,yes,telephone,May,Thursday,184,1,nonexistent,Not Subscribed,1,Northern Territory
51,blue-collar,divorced,basic.9y,no,no,no,telephone,May,Thursday,119,2,nonexistent,Not Subscribed,1,Victoria
38,blue-collar,married,basic.4y,no,yes,no,telephone,May,Thursday,403,2,nonexistent,Not Subscribed,1,Queensland
44,self-employed,married,professional.course,no,no,no,telephone,May,Thursday,626,6,nonexistent,Not Subscribed,1,Victoria
29,blue-collar,married,high.school,no,no,no,telephone,May,Thursday,12,1,nonexistent,Not Subscribed,1,Victoria
46,blue-collar,divorced,basic.6y,no,no,no,telephone,May,Thursday,266,1,nonexistent,Not Subscribed,1,Queensland
32,unemployed,divorced,basic.4y,no,unknown,unknown,telephone,May,Thursday,23,4,nonexistent,Not Subscribed,1,Western Australia
43,blue-collar,divorced,basic.4y,unknown,no,no,telephone,May,Thursday,154,2,nonexistent,Not Subscribed,1,Victoria
53,admin.,married,university.degree,no,no,no,telephone,May,Thursday,10,7,nonexistent,Not Subscribed,1,Victoria
43,blue-collar,married,basic.6y,unknown,no,no,telephone,May,Thursday,301,2,nonexistent,Not Subscribed,1,New South Wales
35,services,single,basic.4y,no,no,yes,telephone,May,Thursday,240,3,nonexistent,Not Subscribed,1,Victoria
49,admin.,divorced,basic.9y,no,yes,no,telephone,May,Thursday,312,3,nonexistent,Not Subscribed,1,New South Wales
35,blue-collar,married,basic.6y,unknown,yes,no,telephone,May,Thursday,224,2,nonexistent,Not Subscribed,1,Queensland
40,services,single,professional.course,no,no,no,telephone,May,Thursday,202,2,nonexistent,Not Subscribed,1,Victoria
29,services,divorced,high.school,no,no,no,telephone,May,Thursday,144,3,nonexistent,Not Subscribed,1,New South Wales
43,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Thursday,263,2,nonexistent,Not Subscribed,1,New South Wales
47,blue-collar,married,basic.6y,no,no,no,telephone,May,Thursday,543,3,nonexistent,Not Subscribed,1,Victoria
38,technician,married,university.degree,unknown,no,no,telephone,May,Thursday,257,2,nonexistent,Not Subscribed,1,Queensland
48,technician,married,professional.course,no,yes,no,telephone,May,Thursday,237,2,nonexistent,Not Subscribed,1,New South Wales
53,retired,married,high.school,unknown,yes,no,telephone,May,Thursday,23,5,nonexistent,Not Subscribed,1,New South Wales
53,management,married,university.degree,no,yes,no,telephone,May,Thursday,209,3,nonexistent,Not Subscribed,1,Victoria
51,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Thursday,1178,2,nonexistent,Subscribed,0,Queensland
35,services,married,basic.9y,no,yes,yes,telephone,May,Thursday,442,2,nonexistent,Not Subscribed,1,New South Wales
31,entrepreneur,divorced,high.school,no,yes,no,telephone,May,Thursday,1120,2,nonexistent,Subscribed,0,Queensland
46,entrepreneur,married,basic.4y,no,no,no,telephone,May,Thursday,186,2,nonexistent,Not Subscribed,1,New South Wales
28,blue-collar,married,basic.6y,unknown,yes,yes,telephone,May,Thursday,318,2,nonexistent,Not Subscribed,1,New South Wales
38,admin.,married,basic.9y,unknown,yes,no,telephone,May,Thursday,617,2,nonexistent,Not Subscribed,1,Queensland
28,self-employed,single,university.degree,no,yes,no,telephone,May,Thursday,226,1,nonexistent,Not Subscribed,1,South Australia
50,technician,married,professional.course,no,yes,no,telephone,May,Thursday,275,1,nonexistent,Not Subscribed,1,Victoria
32,management,single,university.degree,no,no,no,telephone,May,Thursday,81,2,nonexistent,Not Subscribed,1,Victoria
31,blue-collar,divorced,basic.4y,no,yes,no,telephone,May,Thursday,74,7,nonexistent,Not Subscribed,1,Victoria
39,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Thursday,285,1,nonexistent,Not Subscribed,1,Victoria
41,blue-collar,married,basic.9y,no,no,yes,telephone,May,Thursday,261,5,nonexistent,Not Subscribed,1,Victoria
31,admin.,married,high.school,no,yes,yes,telephone,May,Thursday,151,2,nonexistent,Not Subscribed,1,South Australia
54,blue-collar,married,basic.9y,unknown,no,yes,telephone,May,Thursday,422,2,nonexistent,Not Subscribed,1,New South Wales
34,blue-collar,married,basic.6y,unknown,no,yes,telephone,May,Thursday,159,2,nonexistent,Not Subscribed,1,Victoria
51,services,married,high.school,unknown,yes,no,telephone,May,Thursday,102,2,nonexistent,Not Subscribed,1,New South Wales
45,blue-collar,single,basic.9y,no,no,no,telephone,May,Thursday,78,3,nonexistent,Not Subscribed,1,Victoria
32,admin.,divorced,high.school,no,no,yes,telephone,May,Thursday,15,1,nonexistent,Not Subscribed,1,Queensland
